_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2398687,4154409,2018.0,2020.0,1967.0,PRIVATE,6,York Centre,5 AGATE RD,11,118,2020-11-12,68,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,N0627,43.72724984560001,-79.48529559999999,305969.165,4842810.005
2398688,4155498,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2020-11-12,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
2398689,4155401,2017.0,2020.0,1969.0,PRIVATE,2,Etobicoke Centre,535 THE EAST MALL,7,90,2020-11-12,77,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,W0232,43.651798497600005,-79.5625281219,299740.547,4834429.513
2398690,4153493,2017.0,2020.0,1928.0,PRIVATE,13,Toronto Centre,56 MAITLAND ST,4,47,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,S1326,43.6648613167,-79.3813670243,314352.022,4835885.626
2398691,4153586,2017.0,2020.0,1880.0,PRIVATE,13,Toronto Centre,510 ONTARIO ST,3,13,2020-11-12,67,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,S1323,43.665168638400004,-79.37142343890001,315153.909,4835920.951
2398692,4155225,2017.0,2020.0,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2020-11-12,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0325,43.6463454422,-79.5227554263,302948.49100000004,4833822.241
2398693,4153488,2017.0,2020.0,1979.0,PRIVATE,13,Toronto Centre,25 WELLESLEY ST E,9,47,2020-11-12,76,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,,5.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1326,43.664890998999994,-79.383181646,314205.404,4835889.677
2398694,4153996,2018.0,2020.0,1952.0,PRIVATE,12,Toronto-St. Paul's,873 AVENUE RD,4,10,2020-11-12,81,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1227,43.6992180008,-79.4058760142,312371.12,4839700.0139999995
2398695,4155394,2017.0,2020.0,1969.0,PRIVATE,2,Etobicoke Centre,545 THE WEST MALL,16,312,2020-11-12,79,Evaluation needs to be conducted in 2 years,20,5.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,W0231,43.651935308,-79.56812821300001,299175.535,4834432.713
2398696,4152690,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2020-11-12,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.728137438699996,-79.2656668508,323663.167,4842935.041
2398697,4152691,2018.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2020-11-12,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,E2023,43.728707711400006,-79.26590545090001,323643.766,4842998.342
2398698,4153487,2017.0,2020.0,1923.0,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,5.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,,S1326,43.6638932658,-79.3826414877,314249.38399999996,4835777.947
2398699,4152621,2017.0,2020.0,1956.0,PRIVATE,20,Scarborough Southwest,64 HARRIS PARK DR,3,11,2020-11-12,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.7221951584,-79.2984586067,321022.98699999996,4842268.005
2398700,4152620,2017.0,2020.0,1956.0,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2020-11-12,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2021,43.722488216,-79.2987114556,321002.536,4842300.513
2398701,4155497,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2020-11-12,84,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6096967981,-79.48808184090001,305746.372,4829750.512
2398702,4153470,2017.0,2020.0,1940.0,PRIVATE,13,Toronto Centre,1 HOMEWOOD AVE,4,67,2020-11-12,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,2.0,3.0,3.0,,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1326,43.663246011000005,-79.374195362,314930.417,4835707.967
2398703,4155022,2017.0,2020.0,1957.0,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,2020-11-12,76,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,S1223,43.689882743000005,-79.43517980899999,310009.678,4838661.56
2398704,4155029,2017.0,2020.0,1977.0,PRIVATE,12,Toronto-St. Paul's,787 VAUGHAN RD,4,38,2020-11-12,93,Evaluation needs to be conducted in 3 years,14,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,,,S1222,43.6952218624,-79.4479601796,308979.273,4839253.057
2398705,4155772,2017.0,2020.0,1951.0,PRIVATE,3,Etobicoke-Lakeshore,2407 LAKE SHORE BLVD W,3,22,2020-11-12,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,4.0,4.0,4.0,3.0,,4.0,3.0,,W0336,43.614231394799994,-79.48871626489999,305695.096,4830254.277
2398706,4155135,2017.0,2020.0,1958.0,PRIVATE,5,York South-Weston,21 DENISON RD E,3,17,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,W0527,43.696366278999996,-79.506408632,304267.6,4839379.961
2398707,4154439,,2020.0,1954.0,PRIVATE,6,York Centre,2988 KEELE ST,3,11,2020-11-12,67,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,2.0,,N0627,43.736204601000004,-79.484886345,306001.724,4843805.791999999
2398708,4154438,2018.0,2020.0,1952.0,PRIVATE,6,York Centre,2990 KEELE ST,3,11,2020-11-12,74,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,3.0,,N0627,43.736373339,-79.484931855,305998.055,4843824.537
2398709,4155425,2017.0,2020.0,1967.0,PRIVATE,1,Etobicoke North,5 JANSUSIE RD,3,45,2020-11-12,65,Evaluation needs to be conducted in 1 year,17,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0129,43.72849773,-79.57541136100001,298591.273,4843220.455
2398710,4154442,2017.0,2020.0,1959.0,PRIVATE,6,York Centre,3020 KEELE ST,3,39,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0627,43.737973065,-79.485310164,305967.553,4844002.249
2398711,4155426,2017.0,2020.0,1967.0,PRIVATE,1,Etobicoke North,15 JANSUSIE RD,3,45,2020-11-12,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,W0129,43.729325196000005,-79.57582247,298619.876,4843140.267
2398712,4154440,2018.0,2020.0,1965.0,PRIVATE,6,York Centre,2960 KEELE ST,3,41,2020-11-12,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,N0627,43.735849503000004,-79.484562864,306027.788,4843766.348
2398713,4155771,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2020-11-12,73,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,3.0,,W0336,43.612342428199995,-79.4891538112,305659.804,4830044.4180000005
2398714,4155352,2017.0,2020.0,1953.0,PRIVATE,1,Etobicoke North,17 RIVERVIEW HTS,4,14,2020-11-12,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,,W0136,43.70159907399999,-79.52750608699999,302574.77,4839958.836
2398715,4155136,2017.0,2020.0,1951.0,PRIVATE,5,York South-Weston,1693 WESTON RD,3,12,2020-11-12,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,4.0,,W0527,43.6974801662,-79.50926226989999,304037.854,4839502.786
2398716,4154718,2017.0,2020.0,1963.0,PRIVATE,18,Willowdale,6000 YONGE ST,18,265,2020-11-12,82,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,N1822,43.7883911434,-79.4180400688,311380.957,4849605.708000001
2398717,4155012,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,2020-11-12,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,,S1222,43.6884054492,-79.4358516608,309955.895,4838496.442
2398718,4155011,2017.0,2020.0,1960.0,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,2020-11-12,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,5.0,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,S1222,43.6888376633,-79.435821172,309958.31899999996,4838544.46
2398719,4153681,2017.0,2020.0,1960.0,PRIVATE,19,Beaches-East York,15 EASTWOOD RD,4,24,2020-11-12,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,,S1937,43.6728164425,-79.3184832171,319421.536,4836778.516
2398720,4154496,2017.0,2020.0,1968.0,PRIVATE,8,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2020-11-12,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N0826,43.71108689,-79.45503098,308408.11600000004,4841016.188999999
2398721,4154499,2017.0,2020.0,1964.0,PRIVATE,8,Eglinton-Lawrence,3690 BATHURST ST,7,47,2020-11-12,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,,N0823,43.734306073,-79.433720291,310123.458,4843596.89
2398722,4155500,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2020-11-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0336,43.610183173900005,-79.4899009077,305599.525,4829804.528
2398723,4155499,2017.0,2020.0,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2020-11-12,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0336,43.6100510941,-79.48818596619999,305737.962,4829789.871
2398724,4155133,2017.0,2020.0,1968.0,PRIVATE,5,York South-Weston,80 CLOUSTON AVE,3,17,2020-11-12,89,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,W0527,43.6945334826,-79.50843690090001,304104.346,4839175.411
2398725,4153366,2017.0,2020.0,1926.0,PRIVATE,12,Toronto-St. Paul's,400 AVENUE RD,4,41,2020-11-10,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,5.0,4.0,5.0,,4.0,,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,,S1237,43.682697543900005,-79.4006048601,312798.17100000003,4837865.095
2398726,4167463,2017.0,2020.0,2006.0,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2020-11-10,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1330,43.662770771999995,-79.35927116,316143.84,4835667.148
2398727,4155311,2017.0,2020.0,1955.0,PRIVATE,2,Etobicoke Centre,309 THE KINGSWAY,4,34,2020-11-10,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0229,43.6648936941,-79.522593185,302962.211,4835882.8319999995
2398728,4166721,2017.0,2020.0,2012.0,PRIVATE,22,Scarborough-Agincourt,8 CHICHESTER PL,20,210,2020-11-10,91,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,E2225,43.77626173,-79.320962704,319196.64,4848271.343
2398729,4152797,2017.0,2020.0,1968.0,PRIVATE,24,Scarborough-Guildwood,215 MARKHAM RD,17,193,2020-11-10,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,E2433,43.744688035,-79.218768113,327434.96,4844786.353
2398730,4153212,2017.0,2020.0,1955.0,PRIVATE,11,University-Rosedale,85 LOWTHER AVE,8,44,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1127,43.669735327,-79.40029681,312824.398,4836426.0
2398731,4155751,2017.0,2020.0,1969.0,PRIVATE,5,York South-Weston,1465 LAWRENCE AVE W,20,161,2020-11-10,84,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,4.0,4.0,3.0,,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,W0529,43.7073903147,-79.4803989264,306364.173,4840603.819
2398732,4153615,2017.0,2020.0,1978.0,TCHC,14,Toronto-Danforth,80 DANFORTH AVE,5,131,2020-11-10,74,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,S1424,43.67633044270001,-79.3597559522,316092.805,4837162.489
2398733,4155228,2018.0,2020.0,1962.0,PRIVATE,3,Etobicoke-Lakeshore,9 KINSDALE BLVD,4,23,2020-11-10,80,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0329,43.6352649375,-79.4919665857,305432.484,4832590.959
2398734,4155356,2017.0,2020.0,1970.0,PRIVATE,2,Etobicoke Centre,34 DIXINGTON CRES,5,60,2020-11-10,68,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,,W0223,43.696411866000005,-79.541932687,301404.12899999996,4839385.943
2398735,4154475,2017.0,2020.0,1973.0,PRIVATE,7,Humber River-Black Creek,35 FOUNTAINHEAD RD,22,370,2020-11-10,87,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,W0726,43.761108533000005,-79.503752985,304482.17,4846572.3889999995
2398736,4152988,2017.0,2020.0,1955.0,PRIVATE,4,Parkdale-High Park,140 JAMESON AVE,4,23,2020-11-10,83,Evaluation needs to be conducted in 2 years,15,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0437,43.636677065600004,-79.4361176047,309938.858,4832749.67
2398737,4152987,2017.0,2020.0,1956.0,PRIVATE,4,Parkdale-High Park,146 JAMESON AVE,4,28,2020-11-10,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0437,43.6369325333,-79.4362160328,309930.895,4832778.044
2398738,4154474,2017.0,2020.0,1972.0,PRIVATE,7,Humber River-Black Creek,40 FOUNTAINHEAD RD,22,370,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,,W0726,43.762581653000005,-79.504256907,304441.6,4846736.049
2398739,4155519,2017.0,2020.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,50 FOURTH ST,3,11,2020-11-10,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0335,43.5991188211,-79.5012245162,304685.481,4828575.294
2398740,4154416,2017.0,2020.0,1955.0,PRIVATE,6,York Centre,2816 KEELE ST,3,12,2020-11-10,71,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,3.0,,N0627,43.729460131,-79.483123472,306144.125,4843055.59
2398741,4154415,2017.0,2020.0,1972.0,PRIVATE,6,York Centre,2818 KEELE ST,3,11,2020-11-10,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,2.0,4.0,,4.0,,4.0,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
2398742,4152994,2017.0,2020.0,1959.0,PRIVATE,4,Parkdale-High Park,90 JAMESON AVE,7,61,2020-11-10,72,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,2.0,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,S0437,43.6343822215,-79.4353464505,310001.272,4832494.781
2398743,4154727,2017.0,2020.0,1968.0,PRIVATE,18,Willowdale,5 TANGREEN CRT,18,214,2020-11-10,89,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,,N1822,43.796156565,-79.425260494,310798.795,4850468.83
2398744,4154726,2017.0,2020.0,1968.0,PRIVATE,18,Willowdale,15 TANGREEN CRT,18,214,2020-11-10,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,N1822,43.79522866,-79.425192074,310804.393,4850365.749
2398745,4153232,2017.0,2020.0,1958.0,PRIVATE,11,University-Rosedale,267 ST GEORGE ST,10,63,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1127,43.673533271400004,-79.4021494997,312674.784,4836846.799
2398746,4153237,2017.0,2020.0,1965.0,PRIVATE,11,University-Rosedale,276 ST GEORGE ST,9,88,2020-11-10,78,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,,S1127,43.6735780658,-79.4030693901,312600.601,4836851.692
2398747,4153233,2017.0,2020.0,1971.0,PRIVATE,11,University-Rosedale,277-283 ST GEORGE ST,10,74,2020-11-10,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,S1127,,,312646.701,4836883.399
2398748,4155456,2017.0,2020.0,1972.0,PRIVATE,1,Etobicoke North,1915 MARTIN GROVE RD,7,135,2020-11-10,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,3.0,4.0,4.0,,3.0,3.0,,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,,W0123,43.7459657464,-79.5951234793,297123.337,4844893.655
2398749,4155044,2017.0,2020.0,1960.0,PRIVATE,8,Eglinton-Lawrence,110 MARLEE AVE,7,110,2020-11-10,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0831,43.701234201999995,-79.441021952,309537.855,4839922.321
2398750,4152952,2017.0,2020.0,1963.0,PRIVATE,4,Parkdale-High Park,115 TYNDALL AVE,10,108,2020-11-10,82,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0437,43.637071376899996,-79.4279645858,310596.655,4832793.975
2398751,4152788,2017.0,2020.0,1953.0,PRIVATE,20,Scarborough Southwest,3111 EGLINTON AVE E,6,68,2020-11-10,71,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,E2027,43.741595220200004,-79.2240381371,327011.907,4844440.398
2398752,4152679,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2020-11-10,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,E2023,43.729677828,-79.276229104,322811.499,4843104.772
2398753,4152680,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,2231 EGLINTON AVE E,6,110,2020-11-10,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.729743761,-79.275420911,322876.591,4843112.275
2398754,4152681,2017.0,2020.0,1958.0,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2020-11-10,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.729840133,-79.274983998,322911.762,4843123.078
2398755,4152686,2017.0,2020.0,1960.0,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,2020-11-10,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.7306169901,-79.271727231,323174.166,4843209.151000001
2398756,4155221,2017.0,2020.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,620 EVANS AVE,3,25,2020-11-10,74,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,W0330,43.610802275,-79.550398922,300715.86600000004,4829875.377
2398757,4155005,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,1071 EGLINTON AVE W,3,33,2020-11-10,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,3.0,,2.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,S1224,43.6988240231,-79.4343514595,310075.95,4839654.0139999995
